date,ticker,open,high,low,close,volume,daily_return,log_return
2021-02-11,GOOGL,2025.51,2040.3,2022.92,2039.81,26079854,0.00626,0.00626
2021-02-12,GOOGL,2029.13,2086.16,2026.32,2083.41,36916439,0.02115,0.02115
2021-02-13,GOOGL,2076.78,2081.26,2018.08,2021.24,29854242,-0.0303,-0.0303
2021-02-14,GOOGL,2014.76,2058.99,2010.78,2054.7,29789227,0.016422,0.016422
2021-02-17,GOOGL,2055.04,2055.51,2030.35,2032.38,26695040,-0.010923,-0.010923
2021-02-18,GOOGL,2037.54,2053.49,2035.75,2049.85,27846448,0.008558,0.008558
2021-02-19,GOOGL,2041.23,2054.92,2037.53,2053.67,26717215,0.001861,0.001861
2021-02-20,GOOGL,2058.8,2105.87,2054.18,2097.63,30380919,0.021182,0.021182
2021-02-21,GOOGL,2095.02,2098.24,2072.71,2077.5,29870858,-0.00964,-0.00964
2021-02-24,GOOGL,2070.73,2070.94,2066.55,2067.69,33144990,-0.004737,-0.004737
2021-02-25,GOOGL,2064.22,2100.36,2058.73,2097.51,31325498,0.014323,0.014323
2021-02-26,GOOGL,2107.61,2110.49,2041.56,2044.88,28355962,-0.025415,-0.025415
2021-02-27,GOOGL,2055.11,2062.6,2045.88,2047.19,26373923,0.001132,0.001132
2021-02-28,GOOGL,2045.26,2049.04,2037.63,2039.38,27639957,-0.003824,-0.003824
2021-03-03,GOOGL,2044.53,2090.28,2043.0,2086.6,26608232,0.022891,0.022891
2021-03-04,GOOGL,2084.19,2097.05,2081.98,2093.92,30059824,0.003503,0.003503
2021-03-05,GOOGL,2090.1,2093.63,2069.53,2075.8,31171487,-0.008692,-0.008692
2021-03-06,GOOGL,2083.94,2106.13,2078.88,2102.18,29458125,0.01263,0.01263
2021-03-07,GOOGL,2103.94,2111.23,2098.42,2105.68,33486934,0.00166,0.00166
2021-03-10,GOOGL,2101.94,2111.85,2084.78,2085.62,29632448,-0.009568,-0.009568
2021-03-11,GOOGL,2084.17,2086.35,2033.57,2035.8,30725472,-0.024181,-0.024181
2021-03-12,GOOGL,2033.54,2050.41,2032.76,2046.3,29574455,0.005147,0.005147
2021-03-13,GOOGL,2035.25,2048.94,2032.12,2046.58,33879414,0.000133,0.000133
2021-03-14,GOOGL,2046.04,2063.13,2034.89,2060.88,24489681,0.006968,0.006968
2021-03-17,GOOGL,2063.91,2083.78,2058.03,2080.27,40068016,0.009364,0.009364
2021-03-18,GOOGL,2078.83,2129.33,2078.14,2121.58,40597811,0.019663,0.019663
2021-03-19,GOOGL,2108.78,2129.23,2106.87,2129.12,23129375,0.003546,0.003546
2021-03-20,GOOGL,2130.91,2134.1,2094.2,2098.4,21579690,-0.014533,-0.014533
2021-03-21,GOOGL,2101.36,2103.07,2088.92,2091.27,31356976,-0.003404,-0.003404
2021-03-24,GOOGL,2086.86,2092.79,2054.28,2059.67,27980215,-0.015228,-0.015228
2021-03-25,GOOGL,2057.88,2063.49,2022.66,2029.8,25530566,-0.014606,-0.014606
2021-03-26,GOOGL,2029.48,2091.1,2025.91,2086.29,26166355,0.027451,0.027451
2021-03-27,GOOGL,2075.85,2076.0,2063.83,2065.53,28988327,-0.010002,-0.010002
2021-03-28,GOOGL,2068.34,2071.69,2027.42,2028.11,26881571,-0.018283,-0.018283
2021-03-31,GOOGL,2022.39,2040.2,2020.86,2039.08,35304413,0.005394,0.005394
2021-04-01,GOOGL,2050.37,2101.07,2048.19,2097.35,33339654,0.028178,0.028178
2021-04-02,GOOGL,2097.31,2097.83,2052.02,2054.08,32523171,-0.020847,-0.020847
2021-04-03,GOOGL,2066.48,2067.2,2033.69,2041.45,31448156,-0.006169,-0.006169
2021-04-04,GOOGL,2042.15,2050.9,2011.24,2011.85,30452440,-0.014605,-0.014605
2021-04-07,GOOGL,2016.65,2032.26,2009.83,2029.2,26344595,0.008588,0.008588
2021-04-08,GOOGL,2047.71,2050.97,2013.16,2013.71,43454906,-0.007662,-0.007662
2021-04-09,GOOGL,2021.84,2033.15,2015.44,2029.7,27681571,0.007905,0.007905
2021-04-10,GOOGL,2018.71,2031.21,2014.68,2022.8,39608464,-0.003402,-0.003402
2021-04-11,GOOGL,2022.1,2027.99,1987.11,1991.3,22937986,-0.015694,-0.015694
2021-04-14,GOOGL,1993.76,2001.26,1988.62,1990.77,27215236,-0.000267,-0.000267
2021-04-15,GOOGL,1986.02,1986.53,1922.1,1923.73,23497107,-0.034257,-0.034257
2021-04-16,GOOGL,1922.59,1940.45,1920.31,1939.94,19143164,0.008392,0.008392
2021-04-17,GOOGL,1942.66,1965.93,1940.6,1965.83,23231653,0.013259,0.013259
2021-04-18,GOOGL,1963.09,1980.69,1960.45,1978.41,27488703,0.006379,0.006379
2021-04-21,GOOGL,1977.43,1978.73,1950.65,1957.41,30937475,-0.010675,-0.010675
2021-04-22,GOOGL,1955.26,1964.29,1911.91,1915.71,24880581,-0.021531,-0.021531
2021-04-23,GOOGL,1914.43,1919.41,1903.23,1904.53,33186148,-0.005856,-0.005856
2021-04-24,GOOGL,1906.52,1920.71,1902.91,1919.66,30171190,0.007916,0.007916
2021-04-25,GOOGL,1914.79,1936.22,1914.75,1935.41,41320474,0.008168,0.008168
2021-04-28,GOOGL,1943.26,1971.8,1940.88,1969.03,33062148,0.017223,0.017223
2021-04-29,GOOGL,1963.18,2015.44,1962.67,2015.19,32804158,0.023172,0.023172
2021-04-30,GOOGL,2013.99,2052.02,2001.31,2051.38,27599005,0.017798,0.017798
2021-05-01,GOOGL,2052.23,2054.54,2009.49,2010.17,29404111,-0.020291,-0.020291
2021-05-02,GOOGL,2010.69,2011.61,1938.5,1943.1,30863633,-0.033935,-0.033935
2021-05-05,GOOGL,1952.67,1979.77,1950.87,1977.69,28350956,0.017645,0.017645
2021-05-06,GOOGL,1975.73,2006.22,1975.23,1996.84,35696345,0.009638,0.009638
2021-05-07,GOOGL,1995.24,2027.37,1994.18,2024.17,29823347,0.013592,0.013592
2021-05-08,GOOGL,2018.05,2018.38,1988.7,1989.56,32886261,-0.017246,-0.017246
2021-05-09,GOOGL,1978.05,1978.82,1962.42,1966.27,22623447,-0.011775,-0.011775
2021-05-12,GOOGL,1962.31,1968.77,1937.47,1941.78,28343151,-0.012535,-0.012535
2021-05-13,GOOGL,1937.67,1965.3,1930.54,1965.16,25102978,0.011972,0.011972
2021-05-14,GOOGL,1958.27,1960.45,1933.97,1937.82,35036504,-0.01401,-0.01401
2021-05-15,GOOGL,1939.21,1959.22,1938.23,1954.65,26437848,0.008645,0.008645
2021-05-16,GOOGL,1958.56,1963.56,1939.05,1942.59,28987669,-0.006191,-0.006191
2021-05-19,GOOGL,1943.27,1964.35,1937.1,1961.29,28783560,0.009581,0.009581
2021-05-20,GOOGL,1958.15,1973.97,1957.79,1970.8,27489826,0.004841,0.004841
2021-05-21,GOOGL,1971.6,1973.7,1965.69,1969.57,33000857,-0.000628,-0.000628
2021-05-22,GOOGL,1964.17,1965.63,1906.62,1910.38,26346621,-0.030514,-0.030514
2021-05-23,GOOGL,1913.16,1935.74,1908.19,1929.5,31256132,0.009964,0.009964
2021-05-26,GOOGL,1934.24,1936.77,1921.17,1921.3,25630631,-0.00426,-0.00426
2021-05-27,GOOGL,1924.76,1926.23,1909.5,1913.75,35219276,-0.003939,-0.003939
2021-05-28,GOOGL,1916.25,1917.9,1910.74,1912.49,34350505,-0.000659,-0.000659
2021-05-29,GOOGL,1910.32,1914.98,1886.47,1892.32,40982941,-0.010598,-0.010598
2021-05-30,GOOGL,1889.99,1897.08,1881.59,1888.17,36097722,-0.002198,-0.002198
2021-06-02,GOOGL,1887.38,1896.6,1886.25,1895.71,37444698,0.003988,0.003988
2021-06-03,GOOGL,1894.95,1928.37,1894.86,1925.33,24944683,0.015503,0.015503
2021-06-04,GOOGL,1923.59,1926.52,1900.1,1902.57,28182587,-0.011893,-0.011893
2021-06-05,GOOGL,1911.24,1919.37,1871.08,1873.7,33343481,-0.015291,-0.015291
2021-06-06,GOOGL,1872.77,1873.29,1869.05,1869.21,33486366,-0.002398,-0.002398
2021-06-09,GOOGL,1866.92,1888.76,1865.75,1885.03,32855967,0.008427,0.008427
2021-06-10,GOOGL,1881.91,1917.35,1875.39,1907.91,39212395,0.012063,0.012063
2021-06-11,GOOGL,1907.3,1913.97,1878.43,1885.45,37775690,-0.011844,-0.011844
2021-06-12,GOOGL,1887.74,1913.98,1883.25,1908.67,29618703,0.012245,0.012245
2021-06-13,GOOGL,1912.8,1929.95,1907.46,1926.69,37091895,0.009395,0.009395
2021-06-16,GOOGL,1914.6,1932.31,1913.76,1928.42,27586767,0.000898,0.000898
2021-06-17,GOOGL,1920.94,1934.74,1915.38,1933.86,18389158,0.002815,0.002815
2021-06-18,GOOGL,1942.32,1942.78,1911.06,1914.02,29404586,-0.010311,-0.010311
2021-06-19,GOOGL,1903.14,1928.88,1899.8,1926.07,23131490,0.006275,0.006275
2021-06-20,GOOGL,1928.31,1931.18,1928.07,1929.84,33477541,0.001954,0.001954
2021-06-23,GOOGL,1931.4,1934.35,1929.3,1932.08,32088685,0.001163,0.001163
2021-06-24,GOOGL,1928.26,1932.37,1897.98,1902.98,27916493,-0.015179,-0.015179
2021-06-25,GOOGL,1906.81,1936.62,1904.51,1932.84,28194848,0.015573,0.015573
2021-06-26,GOOGL,1944.75,1947.9,1879.16,1882.5,30604992,-0.026392,-0.026392
2021-06-27,GOOGL,1881.91,1884.13,1862.6,1865.24,39452928,-0.009208,-0.009208
2021-06-30,GOOGL,1862.71,1867.1,1852.1,1856.41,30627914,-0.004746,-0.004746
2021-07-01,GOOGL,1856.93,1917.69,1854.79,1916.84,25330703,0.03203,0.03203
2021-07-02,GOOGL,1929.93,1933.47,1908.95,1910.99,33452622,-0.003053,-0.003053
2021-07-03,GOOGL,1909.1,1939.3,1908.86,1939.24,32245812,0.014674,0.014674
2021-07-04,GOOGL,1931.65,1934.5,1910.45,1911.94,24502386,-0.014178,-0.014178
2021-07-07,GOOGL,1905.36,1935.59,1900.1,1934.75,33064851,0.011862,0.011862
2021-07-08,GOOGL,1923.09,1923.33,1890.14,1891.37,33835275,-0.022681,-0.022681
2021-07-09,GOOGL,1893.76,1897.61,1892.99,1896.91,36881671,0.002924,0.002924
2021-07-10,GOOGL,1891.36,1896.38,1887.7,1891.43,32872720,-0.002888,-0.002888
2021-07-11,GOOGL,1894.17,1900.56,1874.88,1876.66,33369681,-0.007841,-0.007841
2021-07-14,GOOGL,1871.45,1875.12,1837.49,1839.92,28257468,-0.019773,-0.019773
2021-07-15,GOOGL,1835.82,1843.34,1810.58,1810.8,34339174,-0.015952,-0.015952
2021-07-16,GOOGL,1812.28,1828.91,1811.1,1827.27,35654577,0.009056,0.009056
2021-07-17,GOOGL,1825.55,1832.29,1825.42,1830.31,31993711,0.00166,0.00166
2021-07-18,GOOGL,1820.6,1828.59,1802.54,1807.86,24984229,-0.012342,-0.012342
2021-07-21,GOOGL,1807.9,1809.64,1790.85,1792.8,24125862,-0.008366,-0.008366
2021-07-22,GOOGL,1792.18,1847.28,1791.84,1845.07,31343471,0.02874,0.02874
2021-07-23,GOOGL,1842.03,1861.15,1836.29,1855.44,32389723,0.005604,0.005604
2021-07-24,GOOGL,1855.17,1881.12,1854.87,1877.55,34645871,0.011847,0.011847
2021-07-25,GOOGL,1874.61,1888.03,1873.48,1880.35,20256313,0.00149,0.00149
2021-07-28,GOOGL,1875.98,1916.62,1872.26,1912.2,29860364,0.016793,0.016793
2021-07-29,GOOGL,1923.39,1924.41,1905.83,1906.96,27672722,-0.002741,-0.002741
2021-07-30,GOOGL,1907.02,1907.6,1876.1,1886.24,24759159,-0.010928,-0.010928
2021-07-31,GOOGL,1891.1,1932.26,1884.79,1923.28,20071032,0.019447,0.019447
2021-08-01,GOOGL,1917.21,1958.72,1914.73,1955.27,35908728,0.016499,0.016499
2021-08-04,GOOGL,1954.42,1960.29,1943.63,1946.59,26777630,-0.004453,-0.004453
2021-08-05,GOOGL,1955.85,1956.27,1866.8,1867.81,25451194,-0.041309,-0.041309
2021-08-06,GOOGL,1863.27,1867.72,1853.87,1865.14,33660363,-0.001431,-0.001431
2021-08-07,GOOGL,1860.69,1876.1,1859.85,1871.78,27791665,0.003553,0.003553
2021-08-08,GOOGL,1880.37,1888.32,1839.76,1843.64,24815718,-0.01515,-0.01515
2021-08-11,GOOGL,1847.94,1848.14,1836.04,1836.66,33944342,-0.003791,-0.003791
2021-08-12,GOOGL,1835.14,1843.62,1833.8,1842.94,34981255,0.003414,0.003414
2021-08-13,GOOGL,1842.77,1843.0,1839.35,1842.97,27946391,1.3e-05,1.3e-05
2021-08-14,GOOGL,1838.17,1903.45,1837.29,1897.85,31754082,0.029345,0.029345
2021-08-15,GOOGL,1916.57,1918.24,1881.5,1886.23,33071885,-0.006143,-0.006143
2021-08-18,GOOGL,1881.01,1897.07,1878.98,1896.48,23409859,0.005421,0.005421
2021-08-19,GOOGL,1903.43,1905.84,1830.85,1832.5,28615018,-0.034319,-0.034319
2021-08-20,GOOGL,1824.87,1857.84,1822.76,1855.65,35899889,0.012555,0.012555
2021-08-21,GOOGL,1852.26,1855.36,1845.13,1848.67,29332942,-0.003771,-0.003771
2021-08-22,GOOGL,1841.54,1862.52,1838.11,1860.39,28620993,0.006322,0.006322
2021-08-25,GOOGL,1856.19,1884.97,1853.12,1882.35,25476203,0.011733,0.011733
2021-08-26,GOOGL,1880.87,1949.03,1877.34,1944.77,32292825,0.032626,0.032626
2021-08-27,GOOGL,1945.51,1954.63,1936.0,1939.52,22618932,-0.002704,-0.002704
2021-08-28,GOOGL,1935.82,1965.75,1935.61,1963.54,35984697,0.012307,0.012307
2021-08-29,GOOGL,1968.83,1993.05,1967.52,1990.01,30167354,0.013388,0.013388
2021-09-01,GOOGL,1989.47,1989.72,1958.2,1961.02,20462791,-0.014672,-0.014672
2021-09-02,GOOGL,1961.51,1968.46,1949.63,1952.1,27349965,-0.004559,-0.004559
2021-09-03,GOOGL,1956.08,1957.94,1928.03,1931.47,30521138,-0.010625,-0.010625
2021-09-04,GOOGL,1935.02,1979.69,1929.38,1976.72,33201198,0.023158,0.023158
2021-09-05,GOOGL,1982.73,1989.03,1979.91,1983.9,30104916,0.003623,0.003623
2021-09-08,GOOGL,1973.5,1974.57,1955.25,1958.46,30567525,-0.012906,-0.012906
2021-09-09,GOOGL,1949.53,1959.38,1949.51,1958.82,30027886,0.000184,0.000184
2021-09-10,GOOGL,1957.01,1959.18,1946.07,1947.58,20672904,-0.005756,-0.005756
2021-09-11,GOOGL,1945.72,1957.72,1942.86,1957.26,33527328,0.004959,0.004959
2021-09-12,GOOGL,1956.08,2015.45,1951.95,2012.69,33291909,0.027927,0.027927
2021-09-15,GOOGL,2017.99,2022.32,1967.48,1972.59,32931969,-0.020122,-0.020122
2021-09-16,GOOGL,1982.62,1996.42,1980.59,1995.08,29670755,0.011337,0.011337
2021-09-17,GOOGL,1990.18,1990.68,1953.53,1958.43,19017341,-0.018543,-0.018543
2021-09-18,GOOGL,1958.82,1963.51,1912.18,1915.92,34056293,-0.021944,-0.021944
2021-09-19,GOOGL,1914.7,1935.65,1909.95,1935.23,31716798,0.010029,0.010029
2021-09-22,GOOGL,1935.57,1965.65,1929.1,1960.57,28923311,0.013008,0.013008
2021-09-23,GOOGL,1973.16,1978.74,1949.09,1955.23,31604739,-0.002729,-0.002729
2021-09-24,GOOGL,1971.59,1976.45,1935.94,1941.9,25369574,-0.006841,-0.006841
2021-09-25,GOOGL,1940.32,1945.66,1935.09,1941.94,32806266,2e-05,2e-05
2021-09-26,GOOGL,1949.39,1952.67,1909.84,1914.98,30922957,-0.013978,-0.013978
2021-09-29,GOOGL,1915.37,1918.61,1886.47,1893.1,36882510,-0.011495,-0.011495
2021-09-30,GOOGL,1888.73,1894.18,1875.86,1876.83,19830363,-0.008627,-0.008627
2021-10-01,GOOGL,1877.93,1882.45,1845.73,1847.97,33214922,-0.015497,-0.015497
2021-10-02,GOOGL,1846.55,1876.15,1844.02,1873.33,39387448,0.013629,0.013629
2021-10-03,GOOGL,1874.7,1890.7,1867.83,1889.26,37220302,0.008468,0.008468
2021-10-06,GOOGL,1890.68,1897.51,1842.27,1843.06,29600188,-0.024761,-0.024761
2021-10-07,GOOGL,1845.82,1847.17,1818.74,1823.52,24749404,-0.010657,-0.010657
2021-10-08,GOOGL,1824.48,1825.85,1814.18,1815.34,31111493,-0.004496,-0.004496
2021-10-09,GOOGL,1815.96,1820.91,1802.79,1807.21,20452798,-0.004489,-0.004489
2021-10-10,GOOGL,1814.78,1822.61,1782.22,1789.68,27014510,-0.009746,-0.009746
2021-10-13,GOOGL,1789.59,1793.43,1781.69,1782.22,33265592,-0.004177,-0.004177
2021-10-14,GOOGL,1790.57,1809.52,1788.39,1808.67,23874305,0.014732,0.014732
2021-10-15,GOOGL,1806.88,1809.01,1787.67,1790.46,20165550,-0.010122,-0.010122
2021-10-16,GOOGL,1794.7,1796.03,1773.21,1773.6,33199072,-0.009458,-0.009458
2021-10-17,GOOGL,1780.07,1816.89,1773.34,1814.13,30227072,0.022595,0.022595
2021-10-20,GOOGL,1811.49,1814.5,1783.04,1787.01,27459595,-0.015062,-0.015062
2021-10-21,GOOGL,1792.18,1793.73,1781.32,1782.29,31346023,-0.002646,-0.002646
2021-10-22,GOOGL,1786.69,1825.04,1784.99,1824.49,30825808,0.023402,0.023402
2021-10-23,GOOGL,1822.59,1864.59,1814.92,1862.27,25880378,0.020496,0.020496
2021-10-24,GOOGL,1870.98,1877.88,1859.33,1862.45,31931873,9.7e-05,9.7e-05
2021-10-27,GOOGL,1852.71,1864.14,1848.74,1860.82,27553957,-0.000877,-0.000877
2021-10-28,GOOGL,1861.95,1862.53,1852.01,1853.71,19019012,-0.00383,-0.00383
2021-10-29,GOOGL,1853.6,1866.48,1852.08,1865.56,33307897,0.006374,0.006374
2021-10-30,GOOGL,1873.77,1876.79,1838.6,1842.16,28851221,-0.012626,-0.012626
2021-10-31,GOOGL,1836.28,1842.73,1781.17,1781.3,31937654,-0.033594,-0.033594
2021-11-03,GOOGL,1777.58,1839.34,1771.79,1837.53,43736209,0.031078,0.031078
2021-11-04,GOOGL,1844.6,1856.82,1843.45,1855.27,28669474,0.00961,0.00961
2021-11-05,GOOGL,1850.99,1851.13,1791.97,1793.01,35803500,-0.034132,-0.034132
2021-11-06,GOOGL,1789.66,1803.77,1787.37,1800.67,39193262,0.004261,0.004261
2021-11-07,GOOGL,1800.47,1812.61,1798.35,1806.75,32324324,0.003373,0.003373
2021-11-10,GOOGL,1811.99,1816.21,1776.17,1776.51,23677622,-0.01688,-0.01688
2021-11-11,GOOGL,1779.43,1821.86,1775.88,1820.56,27560209,0.024494,0.024494
2021-11-12,GOOGL,1809.79,1830.68,1806.34,1827.72,29475679,0.003924,0.003924
2021-11-13,GOOGL,1833.23,1840.98,1832.28,1838.48,26952994,0.005871,0.005871
2021-11-14,GOOGL,1838.3,1846.0,1827.33,1828.6,23758399,-0.00539,-0.00539
2021-11-17,GOOGL,1828.54,1835.16,1821.97,1833.9,32307052,0.002895,0.002895
2021-11-18,GOOGL,1834.59,1842.09,1831.46,1841.09,35912047,0.003915,0.003915
2021-11-19,GOOGL,1845.68,1849.0,1839.88,1842.48,31436556,0.000751,0.000751
2021-11-20,GOOGL,1842.47,1855.37,1836.46,1850.73,30259657,0.00447,0.00447
2021-11-21,GOOGL,1860.38,1861.47,1807.65,1813.28,38120864,-0.020441,-0.020441
2021-11-24,GOOGL,1811.19,1816.27,1794.07,1796.87,29337674,-0.009094,-0.009094
2021-11-25,GOOGL,1790.83,1798.09,1784.6,1787.16,28075644,-0.005421,-0.005421
2021-11-26,GOOGL,1786.48,1788.85,1745.87,1752.11,40359944,-0.019807,-0.019807
2021-11-27,GOOGL,1760.69,1761.52,1754.63,1757.92,31120808,0.003312,0.003312
2021-11-28,GOOGL,1766.0,1766.76,1742.89,1745.15,25553368,-0.007289,-0.007289
2021-12-01,GOOGL,1749.2,1771.81,1748.6,1769.02,23004485,0.013583,0.013583
2021-12-02,GOOGL,1772.72,1804.42,1769.52,1802.94,26279701,0.018996,0.018996
2021-12-03,GOOGL,1798.89,1823.29,1798.22,1820.91,32126585,0.00992,0.00992
2021-12-04,GOOGL,1825.33,1849.26,1822.07,1848.25,28806820,0.014898,0.014898
2021-12-05,GOOGL,1849.48,1893.36,1844.28,1886.67,37617600,0.020576,0.020576
2021-12-08,GOOGL,1878.66,1882.08,1855.32,1859.1,37907311,-0.014722,-0.014722
2021-12-09,GOOGL,1861.47,1862.26,1826.95,1832.88,32251445,-0.014204,-0.014204
2021-12-10,GOOGL,1826.17,1841.88,1823.01,1838.08,21107271,0.002834,0.002834
2021-12-11,GOOGL,1835.74,1871.67,1833.64,1867.32,27042812,0.015784,0.015784
2021-12-12,GOOGL,1860.51,1870.1,1858.75,1865.91,28787749,-0.000759,-0.000759
2021-12-15,GOOGL,1866.86,1918.65,1866.38,1917.11,30002648,0.027072,0.027072
2021-12-16,GOOGL,1914.1,1957.35,1911.39,1954.01,26854621,0.019067,0.019067
2021-12-17,GOOGL,1945.4,1947.36,1922.25,1927.15,34603464,-0.013845,-0.013845
2021-12-18,GOOGL,1925.19,1957.06,1923.34,1954.3,35024643,0.013991,0.013991
2021-12-19,GOOGL,1956.72,1961.1,1923.63,1924.57,31957790,-0.015329,-0.015329
2021-12-22,GOOGL,1937.3,1940.6,1907.56,1908.43,36770039,-0.008422,-0.008422
2021-12-23,GOOGL,1910.35,1913.13,1899.06,1904.93,28351252,-0.001837,-0.001837
2021-12-24,GOOGL,1910.55,1967.19,1907.35,1963.21,35531035,0.030139,0.030139
2021-12-25,GOOGL,1964.1,1983.51,1962.68,1977.68,34215580,0.00734,0.00734
2021-12-26,GOOGL,1986.78,1988.43,1942.75,1948.47,32952128,-0.014876,-0.014876
2021-12-29,GOOGL,1952.98,1956.33,1940.85,1947.78,25187799,-0.000358,-0.000358
2021-12-30,GOOGL,1943.4,1987.95,1939.68,1985.77,32533656,0.019319,0.019319
2021-12-31,GOOGL,1985.47,1987.22,1961.26,1964.63,32286978,-0.010706,-0.010706
2022-01-01,GOOGL,1957.06,1963.28,1935.82,1937.97,33479844,-0.013662,-0.013662
2022-01-02,GOOGL,1932.87,1949.53,1929.8,1944.8,16754496,0.003518,0.003518
2022-01-05,GOOGL,1942.31,1961.44,1933.7,1959.84,33192579,0.007703,0.007703
2022-01-06,GOOGL,1959.13,1971.65,1954.63,1966.12,21307668,0.003202,0.003202
2022-01-07,GOOGL,1958.35,1963.5,1956.83,1963.23,32888019,-0.001472,-0.001472
2022-01-08,GOOGL,1961.9,1968.08,1958.1,1967.51,32020859,0.002176,0.002176
2022-01-09,GOOGL,1979.73,1984.06,1967.19,1967.93,35841468,0.000217,0.000217
2022-01-12,GOOGL,1964.58,1970.14,1932.48,1935.58,33524777,-0.016579,-0.016579
2022-01-13,GOOGL,1941.8,1943.2,1903.22,1907.28,29174862,-0.014727,-0.014727
2022-01-14,GOOGL,1918.08,1918.85,1898.58,1901.32,30371664,-0.00313,-0.00313
2022-01-15,GOOGL,1897.25,1954.5,1897.23,1951.22,27523884,0.025903,0.025903
2022-01-16,GOOGL,1960.71,1963.42,1951.94,1954.48,26451859,0.00167,0.00167
2022-01-19,GOOGL,1961.81,1986.12,1958.43,1983.17,26648363,0.014573,0.014573
2022-01-20,GOOGL,1986.94,1987.89,1948.55,1950.34,21585802,-0.016694,-0.016694
2022-01-21,GOOGL,1943.85,1946.68,1937.15,1939.1,32962423,-0.00578,-0.00578
2022-01-22,GOOGL,1944.01,1947.55,1931.91,1933.89,36513747,-0.00269,-0.00269
2022-01-23,GOOGL,1927.17,1935.4,1920.8,1930.48,23983645,-0.001764,-0.001764
2022-01-26,GOOGL,1930.76,1946.16,1925.87,1945.74,37458969,0.007875,0.007875
2022-01-27,GOOGL,1946.82,1947.55,1920.62,1925.98,33196535,-0.010208,-0.010208
2022-01-28,GOOGL,1925.78,1947.82,1919.38,1941.99,33856167,0.008278,0.008278
2022-01-29,GOOGL,1935.91,1938.76,1926.75,1927.21,27554218,-0.007641,-0.007641
2022-01-30,GOOGL,1919.78,1982.45,1916.89,1977.85,31520362,0.025941,0.025941
2022-02-02,GOOGL,1977.46,1981.81,1973.61,1978.11,31618142,0.000132,0.000132
2022-02-03,GOOGL,1981.61,1982.71,1921.63,1925.88,32111066,-0.026759,-0.026759
2022-02-04,GOOGL,1927.17,1948.88,1925.69,1940.28,29188862,0.007448,0.007448
2022-02-05,GOOGL,1935.52,1975.98,1931.43,1972.07,26098019,0.016251,0.016251
2022-02-06,GOOGL,1964.2,1994.93,1962.53,1994.64,29232226,0.011379,0.011379
2022-02-09,GOOGL,1999.86,2007.72,1983.91,1987.24,21548016,-0.003716,-0.003716
2022-02-10,GOOGL,1982.52,1984.08,1959.36,1960.39,32848126,-0.013604,-0.013604
2022-02-11,GOOGL,1968.84,1995.97,1957.04,1994.81,31479617,0.017407,0.017407
2022-02-12,GOOGL,1987.44,2033.4,1984.8,2030.84,32395147,0.0179,0.0179
2022-02-13,GOOGL,2034.15,2057.36,2030.97,2049.45,27324636,0.009122,0.009122
2022-02-16,GOOGL,2059.72,2118.39,2054.28,2117.89,26616244,0.032848,0.032848
2022-02-17,GOOGL,2121.24,2136.04,2115.2,2132.25,40630717,0.00676,0.00676
2022-02-18,GOOGL,2139.97,2146.07,2139.82,2144.73,29448932,0.005835,0.005835
2022-02-19,GOOGL,2143.45,2152.0,2133.67,2149.02,22682716,0.001999,0.001999
2022-02-20,GOOGL,2136.97,2138.02,2126.59,2127.16,32313948,-0.010227,-0.010227
2022-02-23,GOOGL,2115.3,2119.53,2109.63,2111.17,29180798,-0.007546,-0.007546
2022-02-24,GOOGL,2121.43,2176.18,2118.48,2175.87,33121626,0.03019,0.03019
2022-02-25,GOOGL,2181.4,2228.66,2177.55,2228.09,25984544,0.023716,0.023716
2022-02-26,GOOGL,2222.63,2231.48,2221.45,2227.57,22280403,-0.000235,-0.000235
2022-02-27,GOOGL,2241.53,2251.04,2194.19,2198.33,31198161,-0.013212,-0.013212
2022-03-02,GOOGL,2203.61,2209.05,2170.6,2171.44,29063072,-0.012309,-0.012309
2022-03-03,GOOGL,2170.82,2173.57,2166.16,2169.36,37007597,-0.000959,-0.000959
2022-03-04,GOOGL,2169.0,2171.47,2150.32,2153.05,22513997,-0.007544,-0.007544
2022-03-05,GOOGL,2157.26,2164.79,2141.91,2149.33,35187316,-0.00173,-0.00173
2022-03-06,GOOGL,2151.74,2151.77,2105.74,2108.44,28786462,-0.019211,-0.019211
2022-03-09,GOOGL,2114.36,2123.83,2110.24,2123.49,23842236,0.007114,0.007114
2022-03-10,GOOGL,2114.21,2114.83,2099.9,2101.41,33822582,-0.010453,-0.010453
2022-03-11,GOOGL,2106.61,2114.1,2104.31,2105.01,26337297,0.001715,0.001715
2022-03-12,GOOGL,2102.19,2124.56,2095.59,2124.33,36692153,0.009136,0.009136
2022-03-13,GOOGL,2119.09,2129.49,2118.37,2125.79,28702665,0.000685,0.000685
2022-03-16,GOOGL,2120.34,2121.15,2108.04,2112.98,35055987,-0.006044,-0.006044
2022-03-17,GOOGL,2102.49,2110.05,2097.59,2098.36,24859084,-0.006942,-0.006942
2022-03-18,GOOGL,2098.86,2104.67,2090.05,2101.2,29506150,0.001351,0.001351
2022-03-19,GOOGL,2099.01,2104.56,2095.77,2104.12,27946144,0.001388,0.001388
2022-03-20,GOOGL,2098.17,2135.14,2095.34,2133.61,27932167,0.013919,0.013919
2022-03-23,GOOGL,2127.83,2131.79,2124.51,2130.27,24500396,-0.001568,-0.001568
2022-03-24,GOOGL,2132.44,2155.93,2125.12,2153.39,21390702,0.010798,0.010798
